Appliances,T1,T2,T3,T4,T5,T6,T9,T_out,Tdewpoint,month,Total_Temperature
40,21.39,20.79,20.2,20.6333333333333,19.2,5.59,16.89,5.3,4.1,1,17.97592592592592
30,21.29,20.7,20.2,20.566666666666695,19.2,5.53,16.89,5.26666666666667,4.06666666666667,1,17.948888888888884
40,21.29,20.6333333333333,20.1666666666667,20.5,19.2,5.53,16.89,5.23333333333333,4.03333333333333,1,17.928888888888892
50,21.26,20.6,20.1,20.5,19.1666666666667,5.53,16.89,5.2,4.0,1,17.914074074074076
310,21.2,20.6,20.1,20.4266666666667,19.1,5.4,16.89,5.16666666666667,3.9666666666666694,1,17.87740740740741
380,21.1666666666667,20.5,20.1,20.46,19.066666666666695,5.2,16.89,5.133333333333329,3.9333333333333296,1,17.836666666666677
380,21.075,20.5,20.1,20.7933333333333,19.0,4.86666666666667,16.89,5.1,3.9,1,17.81166666666666
370,21.0,20.39,20.1,21.2633333333333,19.0,4.93333333333333,16.89,5.11666666666667,3.9166666666666705,1,17.850740740740736
120,21.0,20.39,20.1,21.5966666666667,19.0,5.0,16.89,5.133333333333329,3.9333333333333296,1,17.88851851851852
50,20.9266666666667,20.29,20.1666666666667,21.89,19.0,4.86666666666667,16.89,5.15,3.95,1,17.90111111111112
40,20.89,20.23,20.1333333333333,21.823333333333295,18.9266666666667,4.72666666666667,16.89,5.16666666666667,3.9666666666666694,1,17.855555555555554
50,20.89,20.2,20.2,21.6666666666667,18.89,4.46666666666667,16.89,5.18333333333333,3.9833333333333294,1,17.809259259259264
40,20.79,20.2,20.1666666666667,21.533333333333296,18.89,4.3333333333333295,16.89,5.2,4.0,1,17.757314814814816
50,20.79,20.1,20.125,21.3566666666667,18.89,4.15666666666667,16.9633333333333,5.133333333333329,3.9333333333333296,1,17.707962962962963
50,20.7,20.1,20.1333333333333,21.23,18.79,4.15666666666667,17.0,5.06666666666667,3.86666666666667,1,17.688888888888883
50,20.7,20.0,20.2,21.066666666666695,18.79,4.3333333333333295,17.0,5.0,3.8,1,17.686666666666667
40,20.6,20.0,20.2,20.9266666666667,18.79,4.3333333333333295,17.0,4.93333333333333,3.7333333333333294,1,17.660000000000004
40,20.6,20.0,20.2,20.745,18.73,4.19,17.0,4.86666666666667,3.6666666666666705,1,17.602407407407398
30,20.566666666666695,19.89,20.2,20.6666666666667,18.7,4.06333333333333,17.0,4.8,3.6,1,17.57148148148149
20,20.5,19.823333333333295,20.29,20.533333333333296,18.7,3.8633333333333297,17.0,4.81666666666667,3.6333333333333298,1,17.529629629629625
20,20.5,19.79,20.29,20.39,18.7,3.79,17.0,4.8333333333333295,3.6666666666666705,1,17.505555555555556
40,20.4266666666667,19.79,20.2,20.39,18.6333333333333,3.895,17.0,4.85,3.7,1,17.491666666666664
50,20.39,19.76,20.2,20.29,18.6,4.19,17.0666666666667,4.86666666666667,3.7333333333333294,1,17.509629629629632
50,20.39,19.7,20.2,20.23,18.6,4.263333333333329,17.0666666666667,4.883333333333329,3.7666666666666706,1,17.504444444444445
40,20.29,19.7,20.26,20.1,18.6,4.463333333333329,17.0333333333333,4.9,3.8,1,17.492962962962956
50,20.29,19.6333333333333,20.29,20.033333333333296,18.533333333333296,4.59,17.0333333333333,4.91666666666667,3.7666666666666706,1,17.488148148148134
40,20.23,19.6,20.29,20.0,18.5,4.72666666666667,17.0333333333333,4.93333333333333,3.7333333333333294,1,17.485555555555553
40,20.2,19.6,20.29,19.9266666666667,18.5,4.8,17.0333333333333,4.95,3.7,1,17.482222222222223
40,20.2,19.566666666666695,20.29,19.8566666666667,18.5,4.8,17.1,4.96666666666667,3.6666666666666705,1,17.478148148148154
60,20.1666666666667,19.5,20.29,19.79,18.5,4.8,17.1,4.98333333333333,3.6333333333333298,1,17.45962962962963
50,20.1,19.5,20.29,19.76,18.5,4.8,17.1,5.0,3.6,1,17.448888888888888
50,20.1,19.4266666666667,20.29,19.7,18.4725,4.8,17.1,4.98333333333333,3.6833333333333296,1,17.43101851851852
40,20.033333333333296,19.39,20.29,19.6666666666667,18.39,4.763333333333329,17.1,4.96666666666667,3.7666666666666706,1,17.397037037037038
40,20.0,19.39,20.3566666666667,19.6,18.39,4.763333333333329,17.1,4.95,3.85,1,17.38777777777778
40,20.0,19.39,20.39,19.6,18.39,4.8333333333333295,17.1,4.93333333333333,3.9333333333333296,1,17.40666666666667
40,20.0,19.39,20.323333333333295,19.6,18.39,4.8333333333333295,17.1,4.91666666666667,4.01666666666667,1,17.40296296296296
50,19.9266666666667,19.29,20.323333333333295,19.5,18.39,4.9,17.1,4.9,4.1,1,17.37259259259259
70,19.89,19.29,20.323333333333295,19.5,18.3566666666667,4.9975,17.1,4.93333333333333,4.1,1,17.371944444444445
40,19.89,19.29,20.29,19.4266666666667,18.29,5.09,17.1,4.96666666666667,4.1,1,17.362962962962964
30,19.89,19.29,20.29,19.39,18.29,5.0,17.1333333333333,5.0,4.1,1,17.35259259259259
20,19.89,19.218,20.29,19.39,18.29,5.0,17.2,5.03333333333333,4.1,1,17.352
30,19.89,19.2,20.29,19.29,18.29,4.96666666666667,17.2,5.06666666666667,4.1,1,17.335185185185182
40,19.823333333333295,19.2,20.2,19.29,18.29,4.9,17.2,5.1,4.1,1,17.310370370370364
50,19.8566666666667,19.2,20.2,19.29,18.29,4.93333333333333,17.2,5.1,4.05,1,17.317777777777778
60,19.79,19.2,20.1666666666667,19.29,18.23,4.93333333333333,17.2,5.1,4.0,1,17.291851851851856
60,19.79,19.175,20.1,19.26,18.2,5.0,17.2,5.1,3.95,1,17.2875
70,19.79,19.1,20.1,19.2,18.2,5.0,17.2,5.1,3.9,1,17.259629629629632
60,19.79,19.1,20.1,19.1666666666667,18.1,5.0,17.15,5.1,3.85,1,17.228148148148154
140,19.79,19.1,20.2,19.1666666666667,18.1,5.06,17.1,5.1,3.8,1,17.232962962962965
110,19.79,19.066666666666695,20.1333333333333,19.2,18.1,5.09,17.1,5.05,3.7333333333333294,1,17.2362962962963
90,19.89,19.0222222222222,20.15,19.2,18.033333333333296,5.09,17.1,5.0,3.6666666666666705,1,17.252839506172833
60,19.89,19.1,20.1,19.1,18.05,5.0,17.1,4.95,3.6,1,17.226666666666667
60,19.89,19.033333333333296,20.1,19.1,18.0,4.7933333333333294,17.1,4.9,3.53333333333333,1,17.178518518518516
60,19.89,19.0,20.1,19.1,18.0,4.46666666666667,17.0333333333333,4.85,3.4666666666666694,1,17.13111111111111
50,19.8566666666667,19.0,20.1,19.1,18.0,4.2975,17.0,4.8,3.4,1,17.10120370370371
60,19.79,19.0,20.1,19.1,17.9266666666667,4.06333333333333,17.0666666666667,4.883333333333329,3.4833333333333294,1,17.052222222222227
50,19.79,19.0,20.1,19.1,17.89,4.03,17.0333333333333,4.96666666666667,3.56666666666667,1,17.044444444444448
30,19.79,19.0,20.1,19.033333333333296,17.89,4.09,17.0333333333333,5.05,3.65,1,17.03629629629629
40,19.76,18.963333333333296,20.033333333333296,19.0,18.0,4.1233333333333295,17.0,5.133333333333329,3.7333333333333294,1,17.019999999999996
30,19.7,18.963333333333296,20.0,19.066666666666695,18.0,4.263333333333329,17.0,5.21666666666667,3.8166666666666704,1,17.032592592592593
260,19.7,18.89,20.0,19.1,18.0,4.463333333333329,17.0,5.3,3.9,1,17.05037037037037
500,19.7,18.89,19.89,19.1666666666667,18.0,4.73,17.0,5.48333333333333,3.95,1,17.067777777777778
450,19.73,18.9266666666667,19.89,19.36,18.0,5.03,17.0,5.66666666666667,4.0,1,17.126296296296303
50,19.79,19.0,19.89,19.6933333333333,18.0,5.15666666666667,17.0,5.85,4.05,1,17.192222222222217
60,19.89,19.033333333333296,19.963333333333296,20.0,18.033333333333296,5.3333333333333295,17.0333333333333,6.03333333333333,4.1,1,17.27629629629628
60,19.89,19.033333333333296,19.9266666666667,20.066666666666695,18.1,5.4,17.0333333333333,6.21666666666667,4.15,1,17.29444444444444
50,19.89,19.033333333333296,20.0,20.1333333333333,18.033333333333296,5.53,17.05,6.4,4.2,1,17.31888888888888
50,20.0,19.1,20.0,20.2,18.1,5.79666666666667,17.1,6.5,4.16666666666667,1,17.391851851851854
50,20.0,19.1,19.9266666666667,20.2,18.1,5.8333333333333295,17.1,6.6,4.133333333333329,1,17.386296296296305
60,20.0,19.1,19.945,20.1333333333333,18.1,5.96666666666667,17.1,6.7,4.1,1,17.403888888888886
60,20.0,19.1,19.89,20.1,18.1,6.245,17.1,6.8,4.06666666666667,1,17.43240740740741
60,20.0,19.15,19.89,20.1,18.1,6.43333333333333,17.1,6.9,4.03333333333333,1,17.455185185185183
60,20.0,19.2,19.963333333333296,20.033333333333296,18.1,6.5,17.1,7.0,4.0,1,17.4837037037037
190,20.033333333333296,19.2,19.963333333333296,20.033333333333296,18.066666666666695,6.59,17.1,7.0833333333333295,4.01666666666667,1,17.496759259259253
220,20.1,19.2,20.0,20.0,18.0,6.65666666666667,17.1,7.16666666666667,4.03333333333333,1,17.503703703703707
170,20.1,19.2,20.0,20.0,17.9633333333333,6.93333333333333,17.1,7.25,4.05,1,17.541018518518513
390,20.1,19.2,19.963333333333296,20.0,17.89,7.12666666666667,17.1,7.3333333333333295,4.06666666666667,1,17.553333333333327
90,20.1,19.2,19.89,19.89,17.89,7.43333333333333,17.1,7.416666666666669,4.0833333333333295,1,17.555925925925926
60,20.1666666666667,19.2,19.89,19.89,17.89,7.5,17.1666666666667,7.5,4.1,1,17.578148148148152
290,20.1,19.1,19.89,19.8566666666667,17.8566666666667,7.4,17.1666666666667,7.416666666666669,4.06666666666667,1,17.5288888888889
130,20.1,19.1,19.89,19.8566666666667,17.8566666666667,7.46666666666667,17.1,7.3333333333333295,4.03333333333333,1,17.528888888888897
140,20.066666666666695,19.1,19.89,19.79,17.79,7.656666666666669,17.1,7.25,4.0,1,17.53148148148148
240,20.0,19.1,19.89,19.73,17.79,7.53,17.1,7.16666666666667,3.9666666666666694,1,17.503333333333334
50,20.0,19.1,19.89,19.7,17.79,7.6233333333333295,17.1,7.0833333333333295,3.9333333333333296,1,17.516481481481478
60,20.0,19.1,19.89,19.7,17.79,7.69,17.1,7.0,3.9,1,17.538641975308643
60,20.0,19.1,19.89,19.7,17.79,7.559999999999999,17.1,6.98333333333333,3.7333333333333294,1,17.535925925925923
60,20.0,19.1,19.89,19.7,17.79,7.43333333333333,17.1,6.96666666666667,3.56666666666667,1,17.52185185185185
370,20.0,19.1,19.89,19.6,17.73,7.295,17.1,6.95,3.4,1,17.479444444444443
200,20.0,19.033333333333296,19.945,19.6,17.79,6.9,17.1,6.93333333333333,3.2333333333333294,1,17.437222222222218
70,20.0,19.0,19.89,19.566666666666695,17.7,6.96666666666667,17.1,6.91666666666667,3.06666666666667,1,17.405555555555562
50,20.0,19.0,19.89,19.5,17.7,6.96666666666667,17.1,6.9,2.9,1,17.39916666666666
40,20.0,19.0,19.89,19.463333333333296,17.7,6.8333333333333295,17.1,6.8,3.0,1,17.362962962962957
40,19.963333333333296,18.9266666666667,19.89,19.39,17.7,6.36666666666667,17.1,6.7,3.1,1,17.30666666666666
30,19.963333333333296,19.033333333333296,19.89,19.445,17.7,6.43333333333333,17.1,6.6,3.2,1,17.35879629629629
30,20.0,19.1,19.89,19.533333333333296,17.7,6.93333333333333,17.1666666666667,6.5,3.3,1,17.47925925925926
30,20.066666666666695,19.1333333333333,19.89,19.6,17.7,7.0,17.1666666666667,6.4,3.4,1,17.53240740740741
30,20.1,19.2,19.89,19.6,17.7,6.93333333333333,17.2,6.3,3.5,1,17.549100529100524
40,20.1,19.1363636363636,19.89,19.533333333333296,17.7,6.72666666666667,17.2,6.3333333333333295,3.3,1,17.506015712682377
50,20.1,19.13,19.89,19.39,17.6666666666667,6.52666666666667,17.2,6.36666666666667,3.1,1,17.445521885521885
40,20.1,19.1,19.89,19.39,17.6,6.3333333333333295,17.2,6.4,2.9,1,17.40989417989418
40,20.1,19.0375,19.823333333333295,19.29,17.6,6.1233333333333295,17.1,6.43333333333333,2.7,1,17.335129629629627
40,20.1,19.007692307692295,19.79,19.29,17.6,6.19,17.1,6.46666666666667,2.5,1,17.32321581196581
60,20.066666666666695,19.0,19.79,19.26,17.6,6.15666666666667,17.1,6.5,2.3,1,17.301358024691364
60,20.0,19.0,19.79,19.2,17.6,6.09,17.1,6.31666666666667,2.43333333333333,1,17.275555555555556
210,20.0,18.99,19.79,19.2,17.6,6.09,17.1,6.133333333333329,2.56666666666667,1,17.27444444444444
380,20.033333333333296,18.9022222222222,19.823333333333295,19.2,17.6,6.06,17.1,5.95,2.7,1,17.25260381593713
370,20.033333333333296,18.89,19.89,19.36,17.5333333333333,5.93333333333333,17.1,5.76666666666667,2.8333333333333295,1,17.24888888888888
230,20.0,18.89,19.89,19.6933333333333,17.6,5.52666666666667,17.0666666666667,5.5833333333333295,2.9666666666666694,1,17.24814814814815
80,20.0,18.8566666666667,19.79,20.163333333333295,17.6,5.26,17.0,5.4,3.1,1,17.255925925925922
90,20.0,18.8566666666667,19.79,20.29,17.5,5.06,17.0333333333333,5.3,3.15,1,17.25888888888889
70,20.0,18.9266666666667,19.79,20.2,17.5,4.93333333333333,17.0333333333333,5.2,3.2,1,17.255000000000003
40,20.033333333333296,19.0,19.79,20.2,17.5,4.93333333333333,17.0,5.1,3.25,1,17.261851851851848
40,20.1,19.2,19.89,20.1,17.5,5.0,17.0,5.0,3.3,1,17.305555555555557
30,20.1,19.245,19.89,19.963333333333296,17.5,4.9,17.0,4.9,3.35,1,17.266481481481478
50,20.1,19.29,19.79,19.89,17.5,4.9,17.0,4.8,3.4,1,17.25222222222222
50,20.1,19.37,19.79,19.8566666666667,17.5,4.86666666666667,17.0,4.75,3.4,1,17.238888888888894
60,20.1,19.39,19.79,19.79,17.5,4.86666666666667,16.9266666666667,4.7,3.4,1,17.210740740740743
50,20.1,19.39,19.79,19.76,17.5,4.93333333333333,16.89,4.65,3.4,1,17.202962962962957
60,20.1,19.39,19.79,19.7,17.5,4.93333333333333,16.9633333333333,4.6,3.4,1,17.196296296296296
60,20.033333333333296,19.39,19.79,19.6666666666667,17.5,4.62666666666667,16.89,4.55,3.4,1,17.142962962962958
60,20.1,19.39,19.79,19.6,17.5,4.4,16.89,4.5,3.4,1,17.11777777777778
50,20.066666666666695,19.3566666666667,19.79,19.6,17.5,4.36666666666667,16.89,4.53333333333333,3.4,1,17.095555555555563
50,20.0,19.29,19.79,19.533333333333296,17.5,4.53,16.89,4.56666666666667,3.4,1,17.07925925925925
50,20.0,19.29,19.79,19.5,17.5,4.59,16.89,4.6,3.4,1,17.082222222222224
50,20.0,19.26,19.79,19.5,17.5,4.56,16.89,4.633333333333329,3.4,1,17.075555555555557
50,19.9266666666667,19.2,19.79,19.463333333333296,17.39,4.36666666666667,16.89,4.66666666666667,3.4,1,17.02296296296296
60,19.89,19.2,19.79,19.39,17.39,4.263333333333329,16.89,4.7,3.4,1,16.992592592592594
60,19.89,19.2,19.79,19.39,17.39,4.263333333333329,16.89,4.8,3.41666666666667,1,16.989259259259264
40,19.89,19.1,19.79,19.323333333333295,17.39,4.4,16.89,4.9,3.43333333333333,1,16.974814814814813
30,19.823333333333295,19.1,19.79,19.29,17.39,4.46666666666667,16.89,5.0,3.45,1,16.971111111111107
30,19.79,19.0444444444444,19.73,19.29,17.39,4.6233333333333295,16.79,5.1,3.4666666666666694,1,16.952530864197527
30,19.79,19.0,19.7,19.29,17.39,4.69,16.79,5.2,3.4833333333333294,1,16.962727272727275
40,19.76,19.0,19.7,19.29,17.39,4.8333333333333295,16.89,5.3,3.5,1,17.000673400673406
50,19.7,19.0,19.7,19.23,17.39,4.96666666666667,16.89,5.3333333333333295,3.4,1,17.01807870370371
50,19.7,19.0,19.7,19.2,17.39,5.09,16.89,5.36666666666667,3.3,1,17.042832244008725
50,19.6333333333333,18.910625,19.73,19.2,17.39,5.09,16.89,5.4,3.2,1,17.03710648148148
40,19.6666666666667,18.89,19.79,19.2,17.39,5.19,16.9266666666667,5.43333333333333,3.1,1,17.054814814814822
50,19.6,18.89,19.79,19.2,17.39,5.2725,16.9266666666667,5.46666666666667,3.0,1,17.057079124579133
40,19.6,18.89,19.79,19.1333333333333,17.3566666666667,5.36666666666667,17.0,5.5,2.9,1,17.06847222222222
40,19.533333333333296,18.8081818181818,19.79,19.1333333333333,17.3566666666667,5.5,17.0,5.5833333333333295,2.86666666666667,1,17.069533429533422
40,19.5,18.79,19.79,19.1,17.29,5.56,17.0,5.66666666666667,2.8333333333333295,1,17.047901234567902
40,19.5,18.79,19.79,19.1,17.29,5.69,17.0,5.75,2.8,1,17.063888888888886
50,19.5,18.79,19.79,19.1,17.29,5.69,17.0,5.8333333333333295,2.7666666666666706,1,17.07222222222222
50,19.5,18.775,19.89,19.033333333333296,17.29,5.8,17.0,5.91666666666667,2.7333333333333294,1,17.086481481481474
50,19.4266666666667,18.7,19.89,19.0,17.29,5.86666666666667,17.0,6.0,2.7,1,17.079259259259263
30,19.39,18.7,19.89,19.0,17.29,6.0,17.0,5.883333333333329,2.8333333333333295,1,17.08888888888889
20,19.39,18.7,19.89,18.963333333333296,17.29,6.0,17.0,5.76666666666667,2.9666666666666694,1,17.093148148148142
30,19.39,18.690909090909095,19.89,18.89,17.29,5.73,17.0,5.65,3.1,1,17.05787878787879
20,19.39,18.6777777777778,19.89,18.89,17.29,5.53,17.0,5.53333333333333,3.2333333333333294,1,17.041419753086423
40,19.39,18.6428571428571,19.823333333333295,18.89,17.29,5.5,17.0,5.41666666666667,3.36666666666667,1,17.033544973544966
50,19.323333333333295,18.6,19.79,18.89,17.29,5.56,17.0,5.3,3.5,1,17.010529100529098
60,19.29,18.6,19.79,18.89,17.29,5.5,17.0333333333333,5.3,3.56666666666667,1,16.998148148148143
50,19.29,18.6,19.79,18.89,17.29,5.43333333333333,17.0333333333333,5.3,3.6333333333333298,1,16.990740740740737
40,19.29,18.588888888888896,19.8566666666667,18.79,17.29,5.4,17.0,5.3,3.7,1,16.9783950617284
40,19.29,18.5,19.89,18.79,17.29,5.4,17.0,5.3,3.7666666666666706,1,16.97222222222222
50,19.29,18.5,19.89,18.79,17.29,5.4,17.1,5.3,3.8333333333333295,1,16.983333333333334
40,19.29,18.5,19.89,18.79,17.29,5.4,17.0333333333333,5.3,3.9,1,16.985856481481477
40,19.2,18.5,19.89,18.79,17.29,5.46666666666667,17.1,5.3333333333333295,3.8833333333333298,1,16.993518518518513
50,19.2,18.5,19.89,18.79,17.23,5.5,17.1,5.36666666666667,3.86666666666667,1,16.995555555555555
50,19.2,18.5,19.89,18.76,17.26,5.56,17.1,5.4,3.85,1,16.99722222222222
50,19.2,18.5,19.89,18.7,17.26,5.59,17.1,5.43333333333333,3.8333333333333295,1,16.996666666666666
40,19.2,18.4830769230769,19.963333333333296,18.7,17.2,5.65666666666667,17.1,5.46666666666667,3.8166666666666704,1,17.007564102564096
30,19.1,18.4938888888889,19.89,18.7,17.2,5.69,17.1,5.5,3.8,1,16.99043209876543
20,19.1,18.4205555555556,19.89,18.7,17.2,5.69,17.1,5.48333333333333,3.7833333333333297,1,16.981851851851857
20,19.1,18.3961111111111,19.89,18.7,17.2,5.69,17.1,5.46666666666667,3.7666666666666706,1,16.979938271604933
20,19.1,18.39,19.89,18.7,17.2,5.69,17.1,5.45,3.75,1,16.984567901234566
50,19.1,18.39,19.823333333333295,18.7,17.2,5.72666666666667,17.1,5.43333333333333,3.7333333333333294,1,16.975864197530864
50,19.1,18.3718181818182,19.79,18.6333333333333,17.2,5.8,17.1,5.41666666666667,3.7166666666666694,1,16.96890572390572
50,19.033333333333296,18.307647058823495,19.79,18.6333333333333,17.2,5.8333333333333295,17.1,5.4,3.7,1,16.955294117647046
40,19.033333333333296,18.3429411764706,19.823333333333295,18.6,17.2,5.8333333333333295,17.1,5.36666666666667,3.6833333333333296,1,16.967498514557334
40,19.0,18.34,19.823333333333295,18.6,17.2,5.8,17.2,5.3333333333333295,3.6666666666666705,1,16.96703703703703
50,19.0,18.29,19.89,18.6,17.2,5.763333333333329,17.2,5.3,3.65,1,16.963148148148147
40,19.0,18.29,19.89,18.533333333333296,17.2,5.6233333333333295,17.2,5.26666666666667,3.6333333333333298,1,16.94049382716049
50,19.0,18.29,19.89,18.6,17.2,5.6233333333333295,17.2,5.23333333333333,3.61666666666667,1,16.947901234567905
50,18.963333333333296,18.273125,19.89,18.566666666666695,17.2,5.69,17.2,5.2,3.6,1,16.94395833333333
50,18.89,18.29,19.89,18.5,17.2,5.56,17.2,5.16666666666667,3.56666666666667,1,16.91444444444444
40,18.89,18.245,19.89,18.5,17.1,5.43333333333333,17.2,5.133333333333329,3.53333333333333,1,16.884259259259256
40,18.89,18.2,19.963333333333296,18.5,17.1666666666667,5.22666666666667,17.2,5.1,3.5,1,16.87185185185185
50,18.89,18.2,19.89,18.5,17.2,5.36666666666667,17.2,5.06666666666667,3.4666666666666694,1,16.882962962962964
20,18.89,18.2,19.9266666666667,18.5,17.2,5.5,17.2,5.03333333333333,3.43333333333333,1,16.901851851851855
20,18.89,18.2,19.9266666666667,18.463333333333296,17.1666666666667,5.56,17.2,5.0,3.4,1,16.901358024691366
50,18.865,18.2,19.89,18.463333333333296,17.1333333333333,5.59,17.2,5.01666666666667,3.4,1,16.897222222222208
30,18.79,18.2,19.815,18.39,17.1,5.59,17.2,5.03333333333333,3.4,1,16.87134920634921
50,18.89,18.2,19.73,18.39,17.1666666666667,5.59,17.2,5.05,3.4,1,16.87999037999039
50,18.89,18.1727272727273,19.7,18.39,18.85,5.53,17.2,5.06666666666667,3.4,1,17.04
200,18.89,18.1818181818182,19.7,18.39,18.76,5.53,17.2,5.0833333333333295,3.4,1,17.038297258297256
110,18.89,18.15,19.6,18.39,18.9666666666667,5.59,17.2,5.1,3.4,1,17.054074074074077
80,18.79,18.1,19.533333333333296,18.39,19.76,5.59,17.2,5.0833333333333295,3.4,1,17.118148148148144
50,18.79,18.1,19.5,18.39,19.3,5.59,17.2,5.06666666666667,3.4,1,17.052222222222223
50,18.79,18.05,19.5,18.39,18.89,5.59,17.2,5.05,3.4,1,16.989444444444445
50,18.79,18.1,19.5,18.323333333333295,18.615,5.59,17.2,5.03333333333333,3.4,1,16.945370370370362
40,18.79,18.1,19.5,18.29,18.5,5.59,17.1,5.01666666666667,3.4,1,16.91777777777778
40,18.79,18.0,19.5,18.29,18.3566666666667,5.59,17.1,5.0,3.4,1,16.890740740740743
30,18.79,18.0,19.5,18.29,18.29,5.59,17.1,5.0,3.36666666666667,1,16.86
180,18.79,18.0,19.5,18.29,18.2225,5.56,17.1,5.0,3.3333333333333295,1,16.84916666666667
